input,ingredient_name
1 nutmeg,nutmeg
Pinch sea salt,sea salt
6 fresh egg whites,egg
1 cup cream,cream
1 1/2 cups milk,milk
2 cups good quality bourbon,bourbon
6 fresh egg yolks,egg
1 cup confectioners' sugar,confectioners' sugar
"1/3 cup Armagnac, bourbon or whiskey",Armagnac
White corn syrup,corn syrup
2 cups shelled walnuts,walnuts
2 1/2 cups shelled pecans,pecans
1 cup shelled almonds,almonds
2 cups shelled salted pistachios,pistachios
2 teaspoons almond extract,almond
1 cup granulated sugar,sugar
4 eggs,eggs
1/2 teaspoon kosher salt,salt
2 teaspoons double acting baking powder, 
2 cups sifted all-purpose flour,allpurpose flour
"1 cup chopped candied orange peel, or 1/4 cup freshly grated orange zest",orange peel
1 pound candied cherries,cherries
1 pound candied pineapple,pineapple
1/2 pound prunes from Agen or use more dates,prunes
Butter for pans,Butter
1 pound pitted Medjool dates,Medjool dates
Sea salt,Sea salt
"Grated zest from 2 lemons, preferably Meyer; cut lemons into large wedges",lemons
"4 ounces butter, softened",butter
"3 dozen unshucked oysters, scrubbed",oysters
3 eggs,eggs
1 cup all-purpose flour,allpurpose flour
1/4 teaspoon salt,salt
1 teaspoon cinnamon,cinnamon
1/2 cup or 1 stick butter,butter
1/2 cup plus 1 tablespoon sugar,sugar
"Corn, grapeseed, canola or other neutral oil for frying",corn oil
1 tablespoon butter,butter
2 eggs plus 2 egg yolks,eggs
3/4 cup low-fat milk,milk
1 teaspoon fresh thyme leaves,thyme
"2 stalks celery, coarsely chopped",celery
"2 carrots, peeled, coarsely chopped",carrots
"1 small clove garlic, peeled, finely chopped",garlic
"1 small onion, peeled, finely chopped",onion
"2 medium yams, about 2/3 pound, peeled, coarsely chopped",yams
"4 cups chicken broth, homemade or low-sodium canned",chicken
"4 black peppercorns, crushed",black peppercorns
1 bay leaf,bay
"1 cup fresh mozzarella, cut into 1/4-inch dice",mozzarella
"1 meaty ham hock, quartered",ham hock
"2 cups bitter greens, like mustard or dandelion, rinsed and shredded",bitter greens
1/2 teaspoon salt,salt
1 teaspoon freshly ground pepper,pepper
1 tablespoon grated Parmesan cheese,Parmesan cheese
1 tablespoon minced fresh chives,chives
1/2 cup fresh minced sage leaves,sage leaves
10 cups broth (see above),broth
3 cups Arborio rice,Arborio rice
"1 white onion, minced",onion
1 tablespoon unsalted butter,butter
1 cup shaved almonds,almonds
1/8 teaspoon cayenne pepper,cayenne pepper
1/4 teaspoon kosher salt,kosher salt
1 teaspoon water,water
1/2 teaspoon olive oil,olive oil
"1 stalk celery, cut into 1-inch pieces",celery
"1 carrot, peeled, cut into 1-inch pieces",carrot
"3 medium yams, about 1 pound total, peeled, cut in half",yams
"1 gallon chicken broth, homemade or low-sodium canned",chicken
"1 tablespoon butter, cut into small pieces",butter
1 tablespoon fresh thyme leaves,thyme
1/4 teaspoon freshly ground pepper,pepper
1/2 teaspoon salt,salt
2 teaspoons brown sugar,sugar
2 cups apple cider,apple cider
"3 medium yams, about 1 pound, cut into thin round slices",yams
"3 medium red onions, peeled, cut into paper-thin round slices",onion
"6 sprigs flat-leaf parsley, stems removed, finely chopped",flatleaf parsley
6 tablespoons plain low-fat yogurt,lowfat yogurt
1 teaspoon freshly ground pepper,pepper
1/2 teaspoon salt,salt
"1 1/2 quarts chicken broth, homemade or low-sodium canned",chicken
1 tablespoon fresh thyme leaves,thyme
1 bay leaf,bay
"3 carrots, peeled, coarsely chopped",carrots
"1 rib celery, coarsely chopped",celery rib
"1 small clove garlic, peeled, finely chopped",garlic
"1 red onion, peeled, coarsely chopped",onion
"6 medium yams, about 2 pounds, peeled, cut into 1-inch chunks",yams
1/2 teaspoon kosher salt,salt
"2 medium cloves garlic, smashed, peeled and mashed to a paste",garlic
"3 teaspoons capers, drained",capers
1 1/2 tablespoons fresh lemon juice,lemon
3 tablespoons minced fresh Italian parsley leaves,parsley leaves
3 tablespoons olive oil,olive oil
"3 7-ounce jars roasted red peppers, drained",peppers
"1 medium pear, cored, peeled and cut into chunks",pear
2 teaspoons olive oil,olive oil
2 one-pound pork tenderloins (each 10 inches long and 2 1/2 inches in diameter),pork tenderloins
15 grinds fresh black pepper,black pepper
Scant 1/2 teaspoon ground cardamom,cardamom
Scant 1/2 teaspoon cinnamon,cinnamon
1 1/2 teaspoons kosher salt,salt
"6 limes, sliced into thin wedges",limes
3 pounds peeled shrimp (20 to 24 a pound),shrimp
"Kosher salt, to taste",salt
"6 jalapeno peppers, seeded, de-veined and cut into chunks",jalapeno peppers
"1 1/4 cups trimmed, washed cilantro plus 75 nice leaves for garnish",cilantro
3 tablespoons olive oil,olive oil
8 tablespoons lime juice,lime
Freshly ground black pepper to taste,"black pepper,"
1 1/2 teaspoons kosher salt,kosher salt
3/4 cup Parmesan cheese,Parmesan cheese
4 ounces mozzarella cheese diced into 1/4-inch pieces,"mozzarella cheese, 1/4inch pieces"
2 tablespoons tomato paste,tomato
1/4 cup roughly chopped basil,"basil, roughly"
"2 small cloves garlic, smashed, peeled and minced","garlic, small, smashed,"
"6 small plum tomatoes, stem end cut off, and diced into 1/4-inch pieces","plum tomatoes, end off, 1/4inch pieces"
"1 small white boiling onion, peeled and diced in 1/4-inch pieces","onion, 1/4inch pieces"
1 tablespoon olive oil,olive oil
2 tablespoons honey,honey
"6 strips lemon peel, white pith removed, about 1/2 inch wide and 3 1/2 inches long",lemon peel
"8 strips of orange peel, white pith removed, about 1/2 inch wide and 3 1/2 inches long",orange peel
4 cups Kalamata (preferred) or Gaeta olives,olives
2 tablespoons red wine vinegar,wine vinegar
"4 cloves garlic, smashed and peeled","garlic, smashed"
6 tablespoons orange juice,orange
4 teaspoons fennel seeds,fennel seeds
Freshly ground black pepper to taste,black pepper
1/8 teaspoon salt,salt
2 teaspoons Dijon mustard,Dijon mustard
3/4 cup nonfat buttermilk,nonfat buttermilk
Bunch fresh chives to yield 1 tablespoon chopped,chives
1/2 pound cabbage,cabbage
3/4 pound tiny thin-skinned potatoes,potatoes
1/4 cup dry red wine,wine
8 ounces fresh tuna,tuna
1/2 teaspoon anchovy paste,anchovy
1 teaspoon capers,capers
4 oil-cured olives,olives
1 large clove garlic,garlic
2 teaspoons olive oil,olive oil
"6 ounces whole red onion or 5 ounces chopped, ready-cut onion (1 1/3 cups)",onion
1 teaspoon grated lemon zest,lemon
"1 cup pecans, toasted and chopped",pecans
"4 cups fresh dates, pitted and cut into 1/2-inch dice",dates
"8 large Granny Smith apples, peeled, cored and cut into 1/2-inch slices",apples
2 teaspoons grated orange zest,orange
"1 cup unsalted butter, cut into small pieces",butter
1 teaspoon ground nutmeg,nutmeg
1 teaspoon kosher salt,salt
2 teaspoons ground cinnamon,cinnamon
2 cups brown sugar,sugar
1 cup all-purpose flour,flour
2 cups old-fashioned oats,oats
Kosher salt and freshly ground black pepper to taste,salt black pepper
3 tablespoon chopped Italian parsley,parsley
2/3 cup pine nuts,pine nuts
2 tablespoons coarsely chopped Italian parsley leaves,Italian parsley leaves
1/3 cup pitted and sliced picholine olives,picholine olives
"16 fresh dates, pitted and thinly sliced",dates
1 tablespoon olive oil,olive oil
"1 small bunch fresh thyme, roughly chopped",thyme
"1 large onion, peeled and roughly chopped",onion
"4 ribs celery, chopped",celery rib
Freshly ground black pepper to taste,black pepper
4 teaspoons kosher salt,salt
"2 whole Long Island ducks, trimmed of wing tips and excess fat",Island ducks
"16 fresh dates, pitted and thinly sliced lengthwise",dates
Olive oil for greasing the pan,olive oil
2 teaspoons kosher salt,kosher salt
1 teaspoon kosher salt,kosher salt
1/2 cup olive oil,olive oil
1/2 cup red-wine vinegar,redwine vinegar
2 tablespoons whole allspice,allspice
1 tablespoon whole cloves,cloves
"1 whole nutmeg seed, smashed",nutmeg
2 3-inch cinnamon sticks,cinnamon sticks
1/3 cup brown sugar,sugar
1 bottle cabernet sauvignon,cabernet sauvignon
1 cup whole unblanched almonds,unblanched almonds
1 egg,egg
1 1/2 teaspoons chopped fresh rosemary,rosemary
1/4 teaspoon freshly ground black pepper,black pepper
1 teaspoon kosher salt,salt
1 teaspoon baking powder, 
1 tablespoon sugar,sugar
1 cup all-purpose flour,flour
3/4 cup yellow cornmeal,cornmeal
"1/2 cup chopped pitted dates, plus 12 dates, peeled, halved lengthwise and pitted",dates
"2 tablespoons vegetable oil, plus more for greasing the pan",vegetable oil
1/2 cup oatmeal cookie crumbs (from crumbled cookies),oatmeal cookie crumbs
2 cups Greek or whole milk yogurt,milk yogurt
4 teaspoons confectioners' sugar,confectioners' sugar
2 cups (one 12-ounce bag) frozen raspberries,raspberries
"8 small slices (or 4 large slices, halved) stale or day-old white bakery bread",bakery bread
4 large eggs,eggs
"1/4 cup tomato ketchup, more if desired",tomato ketchup
1 cup grated cheddar cheese,cheddar cheese
1/4 teaspoon mace,mace
1 1/2 cups whole milk,milk
10 slices (6 ounces) bacon,bacon
Butter for baking dish,Butter
2 cups granola,granola
1/3 cup vegetable oil,vegetable oil
3/4 cup Golden Baker's natural cane sugar or other light brown sugar,cane sugar
1 large egg,egg
1 cup buttermilk,butter milk
1/4 teaspoon salt,salt
1 teaspoon baking soda,soda
1 1/2 cups all-purpose flour,allpurpose flour
Confectioners' sugar for dusting,Confectioners' sugar
Pinch salt,salt
1/4 cup granulated sugar,sugar
"5 tablespoons frozen lemonade concentrate, thawed",lemonade
"5 eggs, separated",eggs
Butter for greasing the dish,Butter
Freshly ground black pepper,black pepper
Salt,Salt
"2 shallots, minced",shallots
1/2 cup brut Champagne,Champagne
1 teaspoon olive oil,olive oil
"2 filet mignons, at least 6 ounces each",filet mignons
2 tablespoons plus 1 teaspoon butter,butter
Freshly ground black pepper,black pepper
Salt,Salt
1 egg yolk,egg
20 ounces golden (whitefish) caviar,caviar
1 1/2 pounds angel-hair pasta,pasta
"8 tablespoons unsalted butter, softened",butter
2 bay leaves,bay leaves
1/3 cup Calvados or other brandy,brandy
3 cups créme fraîche,créme fraîche
Freshly grated Reggiano Parmesan,Reggiano Parmesan
Coarse sea salt and freshly ground pepper to taste,Coarse sea salt pepper
About 1 cup heavy cream,cream
"1 clove garlic, minced",garlic
3 to 4 tablespoons olive oil,olive oil
About 24 sage leaves,sage leaves
4 hot Italian sausages,Italian sausages
1 pound fettuccine,fettuccine
Coarse sea salt to taste,Coarse sea salt
About 24 sage leaves,sage leaves
Freshly ground pepper to taste,pepper
1/2 cup olive oil,olive oil
2 tablespoons Dijon mustard,Dijon mustard
2 lemons,lemons
"1 salmon fillet, about 1 1/2 to 2 pounds",salmon
"1/2 cup grated Reggiano Parmesan, plus extra for garnish",Reggiano Parmesan
1/2 cup dry white wine,wine
2 cups Arborio rice,Arborio rice
1 medium onion,onion
5 1/2 tablespoons unsalted butter,butter
7 to 8 cups chicken stock,chicken
Coarse sea salt and freshly ground pepper to taste,Coarse sea salt pepper
About 24 sage leaves,sage leaves
1 medium butternut squash (about 1 pound),butternut squash
"2 kaffir lime leaves, very thinly shredded",lime leaves
1 tablespoon or more nam pla (fish sauce),nam pla
1/2 cup green onions,onions
1/2 cup very thinly sliced lemon grass,lemon grass
1/2 cup very thinly sliced ginger,ginger
1/2 cup very thinly sliced shallots,shallots
1 tablespoon palm sugar,sugar
2 tablespoons kaffir lime juice,lime
1 tablespoon tamarind paste,tamarind
"4 whole kaffir lime leaves, for garnish",lime leaves
"5 sprigs cilantro, washed, dried and chopped",cilantro
3 to 4 tablespoons (or more) lime juice,lime
2 to 3 teaspoons nam pla (fish sauce),nam pla
"2 to 3 bird pepper chilies, stemmed, seeded and minced",bird pepper chilies
8 ounces jumbo shrimp,jumbo shrimp
"5 ounces oyster mushrooms, trimmed and quartered",oyster mushrooms
"3 kaffir lime leaves, very thinly sliced",lime leaves
"4 cups chicken stock, preferably homemade",chicken
3 or 4 stalks lemon grass,lemon grass
8 egg yolks,egg
1 cup sugar,sugar
4 kaffir lime leaves (see note),lime leaves
1 quart plus 5 tablespoons whole milk,milk
12 stalks lemon grass,lemon grass
"Chopped fresh parsley for garnish, optional",parsley
Salt and freshly ground black pepper,Salt black pepper
"Several sprigs fresh thyme, or 1 teaspoon dried thyme",thyme
1 cup fruity red wine,wine
"2 pounds cleaned squid, the bodies cut up if large",squid
"5 cloves garlic, crushed",garlic
3 tablespoons extra virgin olive oil,olive oil
Tinted sugar for decoration (optional),sugar
"Slivered almonds, slightly crushed, for decoration (optional)",almonds
"3 to 3 1/2 cups all-purpose flour, more if cookie cutters are used",allpurpose flour
1/8 teaspoon salt,salt
1 teaspoon vanilla extract,vanilla
1 tablespoon brandy,brandy
3/4 cup sugar,sugar
3 large eggs,eggs
1 cup unsalted butter or margarine,butter
"6 eggs, separated",eggs
1 teaspoon vanilla extract,vanilla
1/2 cup sugar,sugar
4 cups milk,milk
"1 cup shelled walnuts, coarsely chopped",walnuts
"1 cup dried, pitted dates, coarsely chopped",dates
"1 1/2 cups dried pears, cut into 1/2-inch pieces",pears
1 1/2 cups tawny port,tawny port
1 cup dried cranberries,cranberries
"6 cups brioche (approximately 2 large loaves or 4 mini-loaves), cut into 1-inch cubes",brioche
1/8 teaspoon salt,salt
2 tablespoons sherry,sherry
"3/4 cup confectioners' sugar, sifted",confectioners' sugar
"4 tablespoons unsalted butter, at room temperature",butter
3/4 cup golden raisins,golden raisins
3/4 cup dried cherries,cherries
1/2 teaspoon salt,salt
1/2 teaspoon baking soda,soda
2 cups all-purpose flour,flour
2 teaspoons ground ginger,ginger
1/2 cup milk,milk
1/2 cup molasses,molasses
2 eggs,eggs
1/2 cup brown sugar,sugar
"4 tablespoons unsalted butter, at room temperature",butter
"1 pound dried figs, stemmed",figs
2 teaspoons dried thyme,thyme
3/4 cup sugar,sugar
3/4 cup honey,honey
3 cups water,water
1/2 teaspoon salt,salt
"1 1/3 cups blanched almonds, toasted and finely ground",almonds
3 tablespoons all-purpose flour,flour
1 teaspoon vanilla extract,vanilla
2 eggs,eggs
"2/3 cup confectioners' sugar, sifted",confectioners' sugar
"6 tablespoons unsalted butter, at room temperature",butter
1 tablespoon water,water
"1 egg yolk, whisked with 1 tablespoon water",egg
"1/2 cup cold unsalted butter, cut into pieces",butter
1/2 teaspoon ground cinnamon,cinnamon
1 teaspoon salt,salt
1/4 cup sugar,sugar
1 1/2 cups all-purpose flour,flour
3/4 cup Armagnac,Armagnac
"1/2 cup dried Calimyrna figs, quartered",Calimyrna figs
"1/2 cup dried apricots, halved",apricots
"1/2 cup pitted prunes, quartered",prunes
1/4 cup sugar,sugar
"Whipped cream, for garnish",Whipped cream
"1 cup dried cherries, coarsely chopped",cherries
"5 eggs, separated",eggs
1/2 cup sweetened chestnut puree,chestnut
1/4 cup heavy cream,cream
10 tablespoons unsalted butter,butter
"1 pound bittersweet chocolate, coarsely chopped",bittersweet chocolate
2 pounds pitted prunes,prunes
1 cup sugar,sugar
1 750-milliliter bottle merlot,merlot
1/2 cup fresh orange juice,orange
3 tablespoons black peppercorns,black peppercorns
"Zest of 2 oranges, removed in long strips",oranges
2 tablespoons boiling water,water
1 teaspoon baking soda,soda
2 tablespoons grated fresh ginger,ginger
1/2 cup molasses,molasses
3 large eggs,eggs
"1/4 cup dark brown sugar, packed",sugar
1/4 teaspoon salt,salt
1/4 teaspoon ground nutmeg,nutmeg
1/4 teaspoon ground cloves,cloves
1 teaspoon cinnamon,cinnamon
1 tablespoon ground ginger,ginger
1 cup all-purpose flour,flour
6 tablespoons Poire William (pear brandy),Poire William
4 tablespoons granulated sugar,sugar
2 tablespoons lemon juice,lemon
"5 large ripe Bartlett pears, peeled, cored and quartered",Bartlett pears
Freshly ground black pepper,black pepper
11 tablespoons butter,butter
"1/4 teaspoon nutmeg, or to taste",nutmeg
4 tablespoons butter,butter
"6 golden apples, preferably Jona Gold, peeled, cored and cut into large chunks",apples
Salt,Salt
"3 medium Yukon Gold potatoes, peeled and cut into large chunks",Yukon Gold potatoes
"2 medium celery roots (2 1/2 pounds), peeled and cut into large chunks",celery roots
Salt and freshly ground black pepper,Salt black pepper
"1 tablespoon fresh thyme leaves (removed from stems), chopped",thyme leaves
2 cups heavy cream,cream
2 quarts chicken stock or canned broth,chicken
2 bay leaves,bay leaves
1 1/2 cups cooked wild rice,wild rice
"3 shallots, finely chopped",shallots
1 tablespoon finely chopped garlic,garlic
4 tablespoons butter,butter
"2 medium onions, diced",onions
1 pound chestnuts,chestnuts
1 clove garlic,garlic
"Extra-virgin olive oil, for brushing",olive oil
"1 baguette, cut diagonally into about 20 1/4-inch slices",baguette
1/4 cup sweet sherry,sherry
Salt and freshly ground pepper,Salt pepper
